Date,SO4,EC,Location,X2,WYT,Month
8/6/2012,14.591,385.6145833,ONG,78.89,BN,August
10/10/2012,47.6015,571.2045455,ONG,86.03,D,October
10/11/2012,53.397,557.03125,ONG,86.22,D,October
10/12/2012,46.03666667,547.4895833,ONG,86.24,D,October
10/13/2012,48.954,548.90625,ONG,86.32,D,October
10/14/2012,48.625,543.9270833,ONG,86.41,D,October
10/15/2012,49.30066667,538.2291667,ONG,86.52,D,October
10/16/2012,47.943,534.5402299,ONG,86.67,D,October
10/24/2012,84.1275,483.3464052,ONG,85.44,D,October
10/25/2012,74.51577778,490.4375,ONG,85.09,D,October
10/26/2012,76.94977778,489.4791667,ONG,85.16,D,October
10/27/2012,69.69322222,496.6458333,ONG,85.76,D,October
10/28/2012,58.66655556,491.6770833,ONG,86.17,D,October
10/29/2012,50.19255556,477.0104167,ONG,86.37,D,October
10/30/2012,46.655875,475.5588235,ONG,86.46,D,October
10/31/2012,45.653,471.2291667,ONG,86.63,D,October
11/19/2012,58.836,505.9246575,ONG,85.19,D,November
11/20/2012,70.0745,513.3978495,ONG,84.68,D,November
11/21/2012,57.4362,490.375,ONG,84.13,D,November
11/22/2012,60.366,496.0729167,ONG,83.79,D,November
11/23/2012,65.26811111,498.5520833,ONG,83.52,D,November
11/24/2012,58.88711111,485.8958333,ONG,83.14,D,November
11/25/2012,60.8645,474.15625,ONG,82.91,D,November
11/27/2012,59.114,473.8139535,ONG,83.33,D,November
11/28/2012,64.102,465.2173913,ONG,83.62,D,November
11/29/2012,62.27644444,468.2988506,ONG,83.72,D,November
11/30/2012,68.655125,473.9673913,ONG,82.99,D,November
12/1/2012,63.20755556,474.6086957,ONG,81.88,D,December
12/2/2012,62.28788889,473.5652174,ONG,80.43,D,December
12/3/2012,57.31788889,478.8913043,ONG,78.99,D,December
12/4/2012,56.71511111,487.9565217,ONG,77.61,D,December
12/5/2012,64.87611111,503.4246575,ONG,76.39,D,December
12/6/2012,73.41122222,511.8913043,ONG,75.24,D,December
12/7/2012,73.18611111,520.5368421,ONG,74.23,D,December
12/8/2012,72.671,532.7956989,ONG,73.24,D,December
12/9/2012,81.3532,538.576087,ONG,72.35,D,December
12/10/2012,85.52177778,554.0666667,ONG,71.62,D,December
12/11/2012,91.02,563.974359,ONG,71.11,D,December
1/17/2013,58.69266667,582.8791209,ONG,65.02,D,January
1/18/2013,60.7195,600.4255319,ONG,65.37,D,January
1/19/2013,59.55891667,583.6344086,ONG,65.73,D,January
1/20/2013,53.903,544.0543478,ONG,66.09,D,January
1/21/2013,52.27391667,540.7934783,ONG,66.44,D,January
1/22/2013,53.42036364,543.2359551,ONG,66.8,D,January
1/23/2013,52.308,535.0854701,ONG,67.12,D,January
1/24/2013,51.46741667,529.0215054,ONG,67.38,D,January
1/25/2013,50.90366667,526.4673913,ONG,67.55,D,January
1/26/2013,56.62854545,581.7173913,ONG,67.71,D,January
1/27/2013,67.74558333,640.8804348,ONG,67.8,D,January
1/28/2013,52.415,539.3804348,ONG,67.89,D,January
1/29/2013,42.21545455,515.7717391,ONG,67.96,D,January
1/30/2013,42.23591667,515.2608696,ONG,68.07,D,January
1/31/2013,41.89136364,513.7131148,ONG,68.19,D,January
2/1/2013,48.74381818,565.6483516,ONG,68.32,D,February
2/2/2013,59.16008333,617.8478261,ONG,68.45,D,February
2/3/2013,67.24758333,634.9782609,ONG,68.59,D,February
2/4/2013,65.58763636,628.25,ONG,68.74,D,February
2/5/2013,64.01366667,614.0631579,ONG,68.9,D,February
2/6/2013,62.689,612.23,ONG,69.03,D,February
2/7/2013,62.96616667,614.1145833,ONG,69.16,D,February
2/8/2013,62.64645455,608.8020833,ONG,69.29,D,February
2/9/2013,60.16390909,602.9166667,ONG,69.42,D,February
2/10/2013,61.98016667,606.4895833,ONG,69.55,D,February
2/11/2013,61.11125,598.9487179,ONG,69.63,D,February
2/12/2013,59.75616667,596.7588652,ONG,69.72,D,February
2/13/2013,59.235625,594.8656716,ONG,69.87,D,February
2/14/2013,60.266,595.5543478,ONG,70.04,D,February
2/21/2013,35.4964,498.5609756,ONG,71.22,D,February
2/22/2013,35.884,501.2395833,ONG,71.4,D,February
2/23/2013,36.62481818,525.03125,ONG,71.65,D,February
2/24/2013,38.77758333,557.9270833,ONG,71.93,D,February
2/25/2013,44.16227273,550.7916667,ONG,72.22,D,February
2/26/2013,48.75491667,540.5833333,ONG,72.52,D,February
2/27/2013,51.15208333,531.2150538,ONG,72.81,D,February
2/28/2013,52.0453,519.6575342,ONG,73.07,D,February
3/1/2013,52.21741667,509.7282609,ONG,73.34,D,March
3/2/2013,52.31863636,498.5217391,ONG,73.66,D,March
3/3/2013,52.3925,487.6421053,ONG,73.99,D,March
3/4/2013,52.18827273,495.6021505,ONG,74.23,D,March
3/5/2013,52.203,491.8478261,ONG,74.51,D,March
3/6/2013,52.22991667,481.4347826,ONG,74.8,D,March
3/7/2013,52.05072727,480.0652174,ONG,75,D,March
3/8/2013,49.90181818,485.2765957,ONG,75.25,D,March
3/9/2013,45.15136364,481.9891304,ONG,75.42,D,March
3/10/2013,45.29583333,481.6304348,ONG,75.62,D,March
3/11/2013,44.92166667,481.7263158,ONG,75.77,D,March
3/14/2013,46.4078,486.0326087,ONG,75.53,D,March
3/15/2013,46.26863636,488.5698925,ONG,75.47,D,March
3/16/2013,47.01441667,494.3333333,ONG,75.42,D,March
3/17/2013,47.01016667,493.7717391,ONG,75.34,D,March
3/18/2013,45.37181818,481.5978261,ONG,75.28,D,March
3/19/2013,45.369625,483.8,ONG,75.21,D,March
3/20/2013,45.20541667,484.2795699,ONG,75.2,D,March
3/21/2013,46.50822222,492,ONG,75.28,D,March
3/22/2013,47.0636,492.0736842,ONG,75.37,D,March
3/23/2013,46.2005,482.3548387,ONG,75.37,D,March
3/24/2013,47.59227273,498.7684211,ONG,75.52,D,March
3/25/2013,45.67775,474.0215054,ONG,75.64,D,March
3/26/2013,44.77954545,479.5052632,ONG,75.75,D,March
3/27/2013,46.66745455,495.5053763,ONG,75.9,D,March
3/28/2013,48.09581818,496.1098901,ONG,76.16,D,March
3/29/2013,47.38508333,488.2282609,ONG,76.47,D,March
3/30/2013,45.791,483.4347826,ONG,76.66,D,March
3/31/2013,44.67627273,470.5434783,ONG,76.56,D,March
4/1/2013,45.47283333,477.6086957,ONG,76.17,D,April
4/2/2013,45.4011,482.7826087,ONG,75.76,D,April
4/3/2013,44.97983333,480.1684211,ONG,75.33,D,April
4/4/2013,37.436,487.1354167,ONG,74.9,D,April
4/10/2013,34.1775,485,ONG,73.56,D,April
4/11/2013,34.56933333,485.9157895,ONG,73.47,D,April
4/12/2013,34.93966667,486.7222222,ONG,73.43,D,April
4/13/2013,34.88708333,486.5157895,ONG,73.43,D,April
4/14/2013,35.06590909,486.5894737,ONG,73.47,D,April
4/15/2013,34.279,486.7894737,ONG,73.52,D,April
4/16/2013,35.53742857,486.9789474,ONG,73.58,D,April
4/17/2013,34.51683333,487.2421053,ONG,73.7,D,April
4/18/2013,34.44090909,489,ONG,73.9,D,April
4/19/2013,34.086,491.0421053,ONG,74.15,D,April
4/22/2013,28.587,491.2613636,ONG,75.16,D,April
4/23/2013,29.04466667,491.0128205,ONG,75.53,D,April
4/24/2013,31.37783333,491.0315789,ONG,75.92,D,April
4/25/2013,32.25655556,490.95,ONG,76.14,D,April
4/26/2013,32.41754545,491.6421053,ONG,76.24,D,April
4/27/2013,32.74075,492.1086957,ONG,76.25,D,April
4/28/2013,32.666,491.7368421,ONG,76.15,D,April
4/29/2013,31.1054,491.0215054,ONG,76.09,D,April
4/30/2013,32.4809,491,ONG,76.02,D,April
5/1/2013,33.34727273,491.3052632,ONG,75.97,D,May
5/2/2013,33.34383333,502.0631579,ONG,75.95,D,May
5/3/2013,33.51583333,496.2461538,ONG,76.03,D,May
5/8/2013,28.64833333,493.9310345,ONG,76.36,D,May
5/9/2013,29.605,496.6170213,ONG,76.29,D,May
5/10/2013,32.493375,496.09375,ONG,76.19,D,May
5/11/2013,31.42066667,496.1354167,ONG,76.1,D,May
5/15/2013,31.84633333,494.8308824,ONG,76.04,D,May
5/16/2013,31.4322,495.5416667,ONG,76.14,D,May
5/17/2013,32.502,495.875,ONG,76.18,D,May
5/23/2013,31.88325,497.127907,ONG,76.39,D,May
5/24/2013,32.27175,498.2083333,ONG,76.45,D,May
5/25/2013,32.38241667,497.71875,ONG,76.52,D,May
5/26/2013,32.58945455,497.6354167,ONG,76.58,D,May
5/27/2013,32.75681818,497.2395833,ONG,76.62,D,May
5/28/2013,32.97627273,497.6770833,ONG,76.64,D,May
5/29/2013,33.06141667,497.59375,ONG,76.63,D,May
5/30/2013,33.08742857,495.8214286,ONG,76.58,D,May
5/31/2013,31.262375,493.8333333,ONG,76.52,D,May
6/1/2013,32.25775,494.3229167,ONG,76.58,D,June
6/2/2013,32.26509091,494.606383,ONG,76.69,D,June
6/3/2013,32.22466667,495.7083333,ONG,76.9,D,June
6/11/2013,33.3125,498.5058824,ONG,78.08,D,June
6/12/2013,33.5843,495.46875,ONG,78.19,D,June
6/13/2013,34.45,499.6041667,ONG,78.22,D,June
6/14/2013,33.4679,496.7395833,ONG,78.29,D,June
6/15/2013,34.11066667,496.7978723,ONG,78.44,D,June
6/17/2013,33.393,496.8043478,ONG,78.65,D,June
6/18/2013,33.24133333,496.3333333,ONG,78.74,D,June
6/19/2013,31.3316,496.4166667,ONG,78.72,D,June
6/20/2013,31.45583333,496.1666667,ONG,78.88,D,June
6/21/2013,31.83408333,495.4574468,ONG,78.99,D,June
6/22/2013,32.33754545,495.0625,ONG,79,D,June
7/1/2013,29.7738,497.9883721,ONG,78.7,D,July
7/2/2013,30.916875,500.6875,ONG,78.94,D,July
7/3/2013,29.818875,424,ONG,79.18,D,July
7/4/2013,25.459,370.46875,ONG,79.55,D,July
7/5/2013,20.98233333,470.8125,ONG,79.88,D,July
7/6/2013,25.591,503.4375,ONG,80.1,D,July
7/7/2013,29.78825,436.8645833,ONG,80.25,D,July
7/8/2013,30.5256,460.3617021,ONG,80.61,D,July
7/9/2013,29.079625,501.0963855,ONG,80.8,D,July
7/10/2013,31.51033333,403.28125,ONG,81.03,D,July
7/11/2013,30.0834,442.3297872,ONG,81.19,D,July
7/12/2013,29.85775,500.0530973,ONG,81.36,D,July
7/13/2013,32.14063636,505.6666667,ONG,81.49,D,July
7/14/2013,32.1995,451.7291667,ONG,81.64,D,July
7/15/2013,30.19666667,449.7395833,ONG,81.81,D,July
7/17/2013,27.8172,451.0481928,ONG,82.02,D,July
7/19/2013,36.77925,503.0625,ONG,82.13,D,July
7/20/2013,37.48008333,505.7083333,ONG,82.23,D,July
7/21/2013,38.02818182,503.9791667,ONG,82.36,D,July
7/22/2013,38.22242857,504.4042553,ONG,82.41,D,July
7/23/2013,37.59585714,500.4431818,ONG,82.42,D,July
7/24/2013,37.21963636,495.28125,ONG,82.5,D,July
7/25/2013,37.93383333,499.7395833,ONG,82.59,D,July
7/26/2013,38.363,503.3541667,ONG,82.6,D,July
7/27/2013,39.20181818,507.34375,ONG,82.58,D,July
7/28/2013,39.53758333,510.6354167,ONG,82.57,D,July
7/29/2013,39.45408333,509.4583333,ONG,82.66,D,July
7/30/2013,39.48872727,509.0416667,ONG,82.69,D,July
7/31/2013,39.38216667,508.1666667,ONG,82.82,D,July
8/1/2013,33.29036364,475.5425532,ONG,82.9,D,August
8/2/2013,17.92891667,454.5625,ONG,82.88,D,August
8/3/2013,17.575,487.4479167,ONG,82.84,D,August
8/4/2013,20.55866667,509.3333333,ONG,82.83,D,August
8/5/2013,20.76791667,509.375,ONG,82.92,D,August
8/6/2013,20.4645,508.85,ONG,83.01,D,August
8/7/2013,16.686,499.2083333,ONG,83.12,D,August
8/13/2013,23.0282,509.4050633,ONG,83.47,D,August
8/14/2013,23.49758333,521.2604167,ONG,83.4,D,August
8/15/2013,23.47763636,524.7291667,ONG,83.37,D,August
8/16/2013,23.51145455,521.3645833,ONG,83.42,D,August
8/17/2013,23.33275,516.34375,ONG,83.46,D,August
8/18/2013,23.1772,511.3229167,ONG,83.53,D,August
8/19/2013,21.55,503.3020833,ONG,83.72,D,August
8/21/2013,20.8895,489.2375,ONG,84.19,D,August
8/22/2013,21.18983333,485.5520833,ONG,84.29,D,August
8/23/2013,21.18245455,483.875,ONG,84.39,D,August
8/24/2013,21.43877778,484.0208333,ONG,84.48,D,August
8/27/2013,20.121,514.5232558,ONG,84.58,D,August
8/28/2013,21.4855,529.71875,ONG,84.67,D,August
8/30/2013,22.274,535.815534,ONG,84.51,D,August
8/31/2013,22.29363636,541.03125,ONG,84.47,D,August
9/1/2013,18.94083333,542.4895833,ONG,84.49,D,September
9/2/2013,19.29490909,545.40625,ONG,84.51,D,September
9/3/2013,23.35722222,547.21875,ONG,84.4,D,September
9/6/2013,26.628,573.8170732,ONG,84.05,D,September
9/12/2013,25.385,579.6419753,ONG,83.53,D,September
9/13/2013,25.79991667,543.3229167,ONG,83.47,D,September
9/14/2013,30.19209091,532.25,ONG,83.35,D,September
9/15/2013,31.5005,524.375,ONG,83.22,D,September
9/16/2013,32.487,525.3854167,ONG,83.12,D,September
9/17/2013,32.59981818,529.0520833,ONG,83.1,D,September
9/18/2013,31.44558333,551.8229167,ONG,83.11,D,September
9/19/2013,30.39118182,568.4791667,ONG,83.26,D,September
9/20/2013,30.6055,571.09375,ONG,83.57,D,September
9/21/2013,31.84516667,543.1666667,ONG,83.5,D,September
9/22/2013,29.66572727,583.125,ONG,83.37,D,September
9/23/2013,28.232,574.2083333,ONG,83.37,D,September
10/15/2013,29.658,527.6125,ONG,85.88,C,October
10/16/2013,29.834,541.65625,ONG,85.99,C,October
10/21/2013,33.77775,535.8229167,ONG,87.02,C,October
10/22/2013,32.44918182,534.1041667,ONG,87.15,C,October
10/23/2013,31.18118182,534.90625,ONG,87.22,C,October
10/24/2013,31.763,553.84,ONG,87.13,C,October
10/25/2013,31.51327273,538.1666667,ONG,86.94,C,October
10/26/2013,31.60925,535.8333333,ONG,86.75,C,October
10/27/2013,31.75072727,536.3645833,ONG,86.74,C,October
10/28/2013,31.88233333,533.28125,ONG,86.41,C,October
10/29/2013,32.09272727,531.4479167,ONG,86.08,C,October
10/30/2013,31.18083333,530.3645833,ONG,85.89,C,October
10/31/2013,31.7576,535.6162791,ONG,85.91,C,October
11/1/2013,32.7659,536.65625,ONG,85.78,C,November
11/2/2013,30.83575,535.3020833,ONG,85.73,C,November
11/3/2013,31.22833333,538.8229167,ONG,85.55,C,November
11/4/2013,32.91836364,536.59375,ONG,85.56,C,November
11/5/2013,33.50518182,532.0729167,ONG,85.63,C,November
11/6/2013,31.44988889,518.3617021,ONG,85.76,C,November
11/7/2013,29.5746,507.0322581,ONG,86.01,C,November
11/8/2013,31.18491667,506.2916667,ONG,86.13,C,November
11/9/2013,31.1545,496.8125,ONG,86.28,C,November
11/10/2013,30.70154545,498.2708333,ONG,86.34,C,November
11/11/2013,30.5855,504.6145833,ONG,86.36,C,November
11/12/2013,32.36045455,513.65625,ONG,86.48,C,November
11/13/2013,33.19316667,516.2708333,ONG,86.65,C,November
11/14/2013,33.16171429,517.8235294,ONG,86.84,C,November
11/15/2013,33.61633333,542.7708333,ONG,86.97,C,November
11/16/2013,34.03836364,547.7916667,ONG,87.07,C,November
11/17/2013,34.251125,543.03125,ONG,87.14,C,November
11/20/2013,39.5615,552.53125,ONG,86.45,C,November
11/21/2013,40.83690909,553.21875,ONG,85.77,C,November
11/22/2013,43.20508333,550.9791667,ONG,85.1,C,November
11/23/2013,40.79836364,549.25,ONG,84.5,C,November
11/24/2013,40.24108333,547.4583333,ONG,84.03,C,November
11/25/2013,39.45266667,545.7395833,ONG,83.93,C,November
11/26/2013,38.89066667,549.4022989,ONG,83.92,C,November
11/27/2013,33.6402,555.03125,ONG,83.93,C,November
11/28/2013,33.78454545,565.1145833,ONG,84.01,C,November
11/29/2013,36.6518,558.8125,ONG,84.06,C,November
11/30/2013,38.32354545,554.9166667,ONG,84.14,C,November
12/1/2013,36.2605,559.8020833,ONG,84.22,C,December
12/2/2013,41.0299,569.9375,ONG,84.32,C,December
12/3/2013,42.25418182,591.6875,ONG,84.4,C,December
12/4/2013,45.81416667,583.4479167,ONG,84.39,C,December
12/5/2013,46.38328571,601.4588235,ONG,84.42,C,December
12/6/2013,48.15572727,619.7291667,ONG,84.26,C,December
12/7/2013,47.54333333,624.5376344,ONG,84.03,C,December
12/8/2013,47.11645455,631.3125,ONG,83.77,C,December
12/9/2013,45.68,609.0520833,ONG,83.54,C,December
12/10/2013,38.29683333,576.1666667,ONG,83.36,C,December
12/11/2013,38.59145455,619.4375,ONG,83.4,C,December
12/12/2013,45.35363636,628.4186047,ONG,83.52,C,December
12/13/2013,48.89445455,650.78125,ONG,83.69,C,December
12/14/2013,49.68109091,653.90625,ONG,83.84,C,December
12/15/2013,48.84,660.3854167,ONG,83.99,C,December
12/19/2013,59.491,696.8117647,ONG,84.56,C,December
12/20/2013,55.48590909,689.9270833,ONG,84.71,C,December
12/21/2013,54.30977778,694.4895833,ONG,84.8,C,December
12/22/2013,54.7552,696.9166667,ONG,84.85,C,December
12/26/2013,50.3036,710.96,ONG,85.08,C,December
12/27/2013,49.1356,701.2291667,ONG,85.17,C,December
12/28/2013,44.107,705.9479167,ONG,85.22,C,December
12/31/2013,50.113,717.6666667,ONG,85.33,C,December
1/1/2014,54.19272727,723.84375,ONG,85.28,C,January
1/2/2014,57.19645455,729.9565217,ONG,85.22,C,January
1/3/2014,58.42290909,724.9787234,ONG,85.18,C,January
1/4/2014,54.34675,722.2708333,ONG,85.12,C,January
1/5/2014,58.28654545,734.1789474,ONG,85.04,C,January
1/6/2014,60.52018182,739.4631579,ONG,84.96,C,January
1/7/2014,57.38908333,734.5416667,ONG,84.92,C,January
1/8/2014,55.83666667,724.7349398,ONG,84.91,C,January
1/9/2014,53.8315,731.4166667,ONG,84.91,C,January
1/15/2014,53.7975,724.8470588,ONG,85.32,C,January
1/16/2014,54.92257143,731.7083333,ONG,85.4,C,January
1/22/2014,44.42233333,703.875,ONG,85.81,C,January
1/23/2014,47.4367,707.212766,ONG,85.83,C,January
1/24/2014,54.03816667,710.625,ONG,85.83,C,January
1/25/2014,53.99281818,711.6979167,ONG,85.85,C,January
1/26/2014,51.32208333,712.5104167,ONG,85.87,C,January
1/27/2014,51.84883333,717.6770833,ONG,85.84,C,January
1/28/2014,50.68318182,720.1875,ONG,85.76,C,January
1/29/2014,51.73408333,657.2916667,ONG,85.67,C,January
1/30/2014,41.079,605.8795181,ONG,85.51,C,January
1/31/2014,38.08666667,578.125,ONG,85.25,C,January
2/1/2014,39.91236364,594.8020833,ONG,84.98,C,February
2/2/2014,38.33825,588.6354167,ONG,84.66,C,February
2/3/2014,40.73525,585.8229167,ONG,84.37,C,February
2/7/2014,41.8894,650.2235294,ONG,83.06,C,February
2/8/2014,43.15818182,610.7234043,ONG,82.48,C,February
2/9/2014,39.52475,576.6145833,ONG,81.62,C,February
2/10/2014,35.21566667,595.5862069,ONG,80.65,C,February
2/11/2014,38.47527273,671.9270833,ONG,79.76,C,February
2/12/2014,51.609,699.3658537,ONG,78.99,C,February
2/28/2014,50.29625,607.925,ONG,79.5,C,February
3/1/2014,56.4575,655.9166667,ONG,78.8,C,March
3/17/2014,91.06458333,738.1666667,ONG,75.21,C,March
3/19/2014,82.008875,720.34375,ONG,76.4,C,March
3/20/2014,75.5145,718.0235294,ONG,77.04,C,March
3/21/2014,82.191625,703.3958333,ONG,77.48,C,March
3/22/2014,80.8045,681.625,ONG,77.83,C,March
3/23/2014,74.78527273,682.1041667,ONG,78.1,C,March
3/24/2014,76.1977,673.03125,ONG,78.36,C,March
3/25/2014,67.94518182,668.625,ONG,78.76,C,March
3/26/2014,72.343,669.3333333,ONG,78.94,C,March
3/27/2014,67.0405,668.575,ONG,78.96,C,March
3/28/2014,65.3617,666.1666667,ONG,78.99,C,March
3/29/2014,64.31054545,662.9375,ONG,78.74,C,March
3/30/2014,67.26225,668.71875,ONG,78.43,C,March
3/31/2014,67.77245455,668.9375,ONG,78.06,C,March
4/1/2014,57.4293,665.3645833,ONG,77.49,C,April
4/2/2014,56.02845455,676.1145833,ONG,76.96,C,April
4/3/2014,61.91533333,692.9506173,ONG,76.61,C,April
4/4/2014,57.58677778,658.0416667,ONG,76.33,C,April
4/5/2014,57.41333333,622.75,ONG,76.19,C,April
4/6/2014,61.68428571,602.6041667,ONG,76.35,C,April
4/8/2014,49.61733333,588.1851852,ONG,77.12,C,April
4/9/2014,50.19154545,584.0104167,ONG,77.59,C,April
4/10/2014,49.94318182,597.9375,ONG,78.11,C,April
4/11/2014,52.05166667,591.1354167,ONG,78.7,C,April
4/12/2014,52.63754545,571.3333333,ONG,79.26,C,April
4/13/2014,53.40725,564.59375,ONG,79.61,C,April
4/14/2014,52.7685,557.0729167,ONG,79.99,C,April
4/15/2014,54.47608333,558.9791667,ONG,80.18,C,April
4/16/2014,53.6155,561.0526316,ONG,80.48,C,April
4/17/2014,49.7855,559.9548872,ONG,80.6,C,April
4/18/2014,51.10383333,564.71875,ONG,80.75,C,April
4/21/2014,48.99675,577.4375,ONG,81.03,C,April
4/22/2014,47.26642857,583.6145833,ONG,81.12,C,April
4/23/2014,49.57316667,588.90625,ONG,81.16,C,April
4/24/2014,53.90425,586.1566265,ONG,81.31,C,April
4/25/2014,49.2395,618.75,ONG,81.13,C,April
4/26/2014,48.18063636,602.3333333,ONG,80.95,C,April
4/27/2014,50.82158333,561.2604167,ONG,80.77,C,April
4/28/2014,49.80128571,577.125,ONG,80.6,C,April
4/29/2014,48.01133333,554.1770833,ONG,80.49,C,April
4/30/2014,46.07316667,528.15625,ONG,80.81,C,April
5/1/2014,45.30633333,514,ONG,81.12,C,May
5/2/2014,45.35,572.1458333,ONG,81.54,C,May
5/3/2014,48.41391667,627.8958333,ONG,82.03,C,May
5/4/2014,44.682625,524.78125,ONG,82.38,C,May
5/5/2014,42.6026,522.1041667,ONG,82.51,C,May
5/6/2014,44.43408333,609.7708333,ONG,82.64,C,May
5/7/2014,49.03433333,640.9791667,ONG,82.83,C,May
5/8/2014,49.6308,641.6419753,ONG,83.1,C,May
5/9/2014,51.73513333,643.03125,ONG,83.29,C,May
5/10/2014,54.15190909,643,ONG,83.39,C,May
5/11/2014,58.659,627.9791667,ONG,83.47,C,May
5/12/2014,50.92475,632.8958333,ONG,83.58,C,May
5/13/2014,53.87866667,640.2083333,ONG,83.73,C,May
5/14/2014,50.91385714,641.5862069,ONG,83.93,C,May
5/15/2014,51.56527273,641.3473684,ONG,84.2,C,May
5/16/2014,55.4266,637.8085106,ONG,84.45,C,May
5/21/2014,58.0782,642.525,ONG,85.04,C,May
5/22/2014,58.759,643.9375,ONG,85.16,C,May
5/27/2014,51.40566667,642.7142857,ONG,85.72,C,May
5/28/2014,55.70145455,644.6145833,ONG,85.74,C,May
5/29/2014,52.49442857,644.2637363,ONG,85.77,C,May
5/30/2014,54.10983333,644.0104167,ONG,85.81,C,May
6/2/2014,53.222,646.6216216,ONG,85.92,C,June
6/3/2014,55.92636364,649.4736842,ONG,85.83,C,June
6/4/2014,53.45209091,649.9270833,ONG,85.76,C,June
6/5/2014,53.60691667,650.5322581,ONG,85.7,C,June
6/6/2014,62.8025,650.3958333,ONG,85.62,C,June
6/12/2014,51.40466667,651.28125,ONG,85.58,C,June
6/13/2014,54.72818182,652.2234043,ONG,85.52,C,June
6/16/2014,54.56725,651.7333333,ONG,85.36,C,June
6/23/2014,58.2075,653.6046512,ONG,84.48,C,June
6/24/2014,56.31745455,653.877551,ONG,84.4,C,June
6/26/2014,58.238,652.4245473,ONG,84.13,C,June
6/27/2014,59.013,654.5897436,ONG,84,C,June
7/7/2014,66.5788,658.2727273,ONG,85.09,C,July
7/8/2014,61.777,658.1666667,ONG,85.27,C,July
7/29/2014,62.81933333,663.325,ONG,86.23,C,July
7/30/2014,57.374,664.3877551,ONG,86.42,C,July
7/31/2014,53.1315,664.3333333,ONG,86.61,C,July
8/13/2014,45.989,662.9880952,ONG,87.85,C,August
8/14/2014,45.209,661.2708333,ONG,88.15,C,August
8/15/2014,46.08171429,664.0520833,ONG,88.19,C,August
8/20/2014,52.8185,667.6829268,ONG,88.86,C,August
8/21/2014,52.28227273,668.8020833,ONG,88.78,C,August
8/22/2014,54.30918182,667.4791667,ONG,88.85,C,August
8/23/2014,54.72766667,665.65625,ONG,88.84,C,August
8/24/2014,53.95472727,663.2604167,ONG,88.75,C,August
8/25/2014,52.8875,659.0416667,ONG,88.71,C,August
8/26/2014,53.9102,662.2916667,ONG,88.74,C,August
8/27/2014,56.5665,666.59375,ONG,88.75,C,August
8/28/2014,56.5588,663.84375,ONG,88.83,C,August
8/29/2014,51.2324,666.345679,ONG,88.9,C,August
8/30/2014,54.803,663.3645833,ONG,88.82,C,August
8/31/2014,47.75541667,635.7291667,ONG,88.88,C,August
9/1/2014,38.33463636,615.7083333,ONG,88.96,C,September
9/2/2014,38.07041667,614.9894737,ONG,89.01,C,September
9/3/2014,37.98709091,611.21875,ONG,89.04,C,September
9/4/2014,36.30318182,601.9277108,ONG,88.96,C,September
9/5/2014,31.55545455,597.9375,ONG,88.76,C,September
9/6/2014,33.14975,600.5520833,ONG,88.82,C,September
9/7/2014,29.32190909,590.6458333,ONG,89.01,C,September
9/8/2014,30.80966667,591.90625,ONG,88.81,C,September
9/9/2014,31.68554545,595.3229167,ONG,88.65,C,September
9/10/2014,34.40177778,609.8899083,ONG,88.84,C,September
9/11/2014,30.13836364,589.0833333,ONG,88.75,C,September
9/12/2014,28.77583333,587.2083333,ONG,88.87,C,September
9/15/2014,31.489125,589.4791667,ONG,89.74,C,September
9/16/2014,30.9157,587.09375,ONG,89.85,C,September
9/17/2014,31.1354,586.7647059,ONG,89.91,C,September
9/18/2014,31.3595,585.1145833,ONG,89.87,C,September
9/19/2014,30.91018182,579.2604167,ONG,89.92,C,September
9/20/2014,30.86533333,577.9270833,ONG,90.02,C,September
9/21/2014,31.33945455,583.625,ONG,90.1,C,September
9/22/2014,33.03472727,586,ONG,90.1,C,September
9/25/2014,35.04,586.0243902,ONG,90.04,C,September
9/26/2014,32.77427273,586.1875,ONG,89.99,C,September
9/27/2014,29.63775,583.5104167,ONG,89.91,C,September
9/28/2014,29.75381818,583.65625,ONG,89.84,C,September
9/29/2014,29.39925,580.8854167,ONG,89.88,C,September
9/30/2014,29.153375,579.3263158,ONG,90.32,C,September
10/1/2014,28.531,580.9764706,ONG,90.21,C,October
10/2/2014,33.21209091,612.3854167,ONG,90.14,C,October
10/3/2014,44.45866667,635.7604167,ONG,89.96,C,October
10/4/2014,53.75063636,653.8854167,ONG,89.78,C,October
10/5/2014,52.80918182,649.3333333,ONG,89.58,C,October
10/6/2014,49.90975,653.75,ONG,89.41,C,October
10/7/2014,55.79990909,659.96875,ONG,89.26,C,October
10/8/2014,56.3768,662.402439,ONG,89.04,C,October
10/9/2014,57.09254545,662.6875,ONG,88.79,C,October
10/10/2014,54.41475,661.1041667,ONG,88.63,C,October
10/11/2014,56.08190909,662.1979167,ONG,88.57,C,October
10/12/2014,53.555,665.96875,ONG,88.38,C,October
10/23/2014,53.0045,661.9791667,ONG,87.84,C,October
10/24/2014,54.55166667,662.2291667,ONG,87.67,C,October
10/25/2014,55.12563636,663.0947368,ONG,87.55,C,October
10/26/2014,55.72409091,661.8229167,ONG,87.3,C,October
10/27/2014,57.928125,660.03125,ONG,86.92,C,October
10/28/2014,55.720375,663.9894737,ONG,86.64,C,October
10/29/2014,53.79825,658.4375,ONG,86.34,C,October
10/30/2014,52.22258333,657.2291667,ONG,86.16,C,October
10/31/2014,53.0071,641.6774194,ONG,85.76,C,October
