Date,Br,EC,Location,X2,WYT,Month
8/6/2012,0.105,385.6145833,ONG,78.89,BN,August
10/7/2012,0.135,612.7857143,ONG,85.89,D,October
10/8/2012,0.134,590.6610169,ONG,85.88,D,October
10/9/2012,0.135,581.3645833,ONG,85.89,D,October
10/10/2012,0.134,571.2045455,ONG,86.03,D,October
11/19/2012,0.4685,505.9246575,ONG,85.19,D,November
1/17/2013,0.207666667,582.8791209,ONG,65.02,D,January
1/18/2013,0.21325,600.4255319,ONG,65.37,D,January
1/19/2013,0.213833333,583.6344086,ONG,65.73,D,January
1/20/2013,0.200454545,544.0543478,ONG,66.09,D,January
1/21/2013,0.196083333,540.7934783,ONG,66.44,D,January
1/22/2013,0.199727273,543.2359551,ONG,66.8,D,January
1/23/2013,0.1966,535.0854701,ONG,67.12,D,January
1/24/2013,0.194875,529.0215054,ONG,67.38,D,January
2/10/2013,0.2435,606.4895833,ONG,69.55,D,February
2/11/2013,0.244,598.9487179,ONG,69.63,D,February
2/12/2013,0.241,596.7588652,ONG,69.72,D,February
2/13/2013,0.240875,594.8656716,ONG,69.87,D,February
2/14/2013,0.2392,595.5543478,ONG,70.04,D,February
2/21/2013,0.246,498.5609756,ONG,71.22,D,February
2/22/2013,0.23625,501.2395833,ONG,71.4,D,February
2/23/2013,0.220636364,525.03125,ONG,71.65,D,February
2/24/2013,0.209181818,557.9270833,ONG,71.93,D,February
2/25/2013,0.204545455,550.7916667,ONG,72.22,D,February
2/26/2013,0.203416667,540.5833333,ONG,72.52,D,February
2/27/2013,0.194666667,531.2150538,ONG,72.81,D,February
2/28/2013,0.1826,519.6575342,ONG,73.07,D,February
3/1/2013,0.160916667,509.7282609,ONG,73.34,D,March
3/2/2013,0.151363636,498.5217391,ONG,73.66,D,March
3/3/2013,0.146916667,487.6421053,ONG,73.99,D,March
3/4/2013,0.144727273,495.6021505,ONG,74.23,D,March
3/5/2013,0.138166667,491.8478261,ONG,74.51,D,March
3/6/2013,0.147666667,481.4347826,ONG,74.8,D,March
3/7/2013,0.139636364,480.0652174,ONG,75,D,March
3/8/2013,0.127545455,485.2765957,ONG,75.25,D,March
3/9/2013,0.121,481.9891304,ONG,75.42,D,March
3/10/2013,0.123416667,481.6304348,ONG,75.62,D,March
3/11/2013,0.123777778,481.7263158,ONG,75.77,D,March
3/14/2013,0.1774,486.0326087,ONG,75.53,D,March
3/15/2013,0.178,488.5698925,ONG,75.47,D,March
3/16/2013,0.180666667,494.3333333,ONG,75.42,D,March
3/17/2013,0.179583333,493.7717391,ONG,75.34,D,March
3/18/2013,0.174,481.5978261,ONG,75.28,D,March
3/19/2013,0.173,483.8,ONG,75.21,D,March
3/20/2013,0.176666667,484.2795699,ONG,75.2,D,March
3/21/2013,0.178555556,492,ONG,75.28,D,March
3/22/2013,0.181,492.0736842,ONG,75.37,D,March
3/23/2013,0.179,482.3548387,ONG,75.37,D,March
3/24/2013,0.183454545,498.7684211,ONG,75.52,D,March
3/25/2013,0.177833333,474.0215054,ONG,75.64,D,March
3/26/2013,0.173727273,479.5052632,ONG,75.75,D,March
3/27/2013,0.181545455,495.5053763,ONG,75.9,D,March
3/28/2013,0.186363636,496.1098901,ONG,76.16,D,March
3/29/2013,0.1845,488.2282609,ONG,76.47,D,March
3/30/2013,0.182777778,483.4347826,ONG,76.66,D,March
3/31/2013,0.177545455,470.5434783,ONG,76.56,D,March
4/1/2013,0.178666667,477.6086957,ONG,76.17,D,April
4/2/2013,0.1805,482.7826087,ONG,75.76,D,April
4/3/2013,0.177833333,480.1684211,ONG,75.33,D,April
4/4/2013,0.224222222,487.1354167,ONG,74.9,D,April
4/10/2013,0.24,485,ONG,73.56,D,April
4/11/2013,0.2385,485.9157895,ONG,73.47,D,April
4/12/2013,0.238,486.7222222,ONG,73.43,D,April
4/13/2013,0.230166667,486.5157895,ONG,73.43,D,April
4/14/2013,0.222666667,486.5894737,ONG,73.47,D,April
4/16/2013,0.206,486.9789474,ONG,73.58,D,April
4/17/2013,0.197,487.2421053,ONG,73.7,D,April
4/18/2013,0.187181818,489,ONG,73.9,D,April
4/19/2013,0.183,491.0421053,ONG,74.15,D,April
4/22/2013,0.18,491.2613636,ONG,75.16,D,April
4/23/2013,0.173833333,491.0128205,ONG,75.53,D,April
4/24/2013,0.1695,491.0315789,ONG,75.92,D,April
4/25/2013,0.160555556,490.95,ONG,76.14,D,April
4/26/2013,0.15025,491.6421053,ONG,76.24,D,April
4/27/2013,0.150333333,492.1086957,ONG,76.25,D,April
4/28/2013,0.1516,491.7368421,ONG,76.15,D,April
4/29/2013,0.135222222,491.0215054,ONG,76.09,D,April
4/30/2013,0.1672,491,ONG,76.02,D,April
5/1/2013,0.200454545,491.3052632,ONG,75.97,D,May
5/2/2013,0.147909091,502.0631579,ONG,75.95,D,May
5/3/2013,0.1412,496.2461538,ONG,76.03,D,May
5/8/2013,0.1776,493.9310345,ONG,76.36,D,May
5/9/2013,0.165666667,496.6170213,ONG,76.29,D,May
5/10/2013,0.164375,496.09375,ONG,76.19,D,May
5/11/2013,0.128666667,496.1354167,ONG,76.1,D,May
5/15/2013,0.194,494.8308824,ONG,76.04,D,May
5/16/2013,0.118666667,495.5416667,ONG,76.14,D,May
5/17/2013,0.137454545,495.875,ONG,76.18,D,May
5/18/2013,0.1645,496.6354167,ONG,76.2,D,May
5/23/2013,0.2425,497.127907,ONG,76.39,D,May
5/24/2013,0.2435,498.2083333,ONG,76.45,D,May
5/25/2013,0.24075,497.71875,ONG,76.52,D,May
5/26/2013,0.238181818,497.6354167,ONG,76.58,D,May
5/27/2013,0.238454545,497.2395833,ONG,76.62,D,May
5/28/2013,0.238,497.6770833,ONG,76.64,D,May
5/29/2013,0.239,497.59375,ONG,76.63,D,May
5/30/2013,0.240142857,495.8214286,ONG,76.58,D,May
5/31/2013,0.2365,493.8333333,ONG,76.52,D,May
6/1/2013,0.207,494.3229167,ONG,76.58,D,June
6/2/2013,0.1633,494.606383,ONG,76.69,D,June
6/3/2013,0.1042,495.7083333,ONG,76.9,D,June
6/4/2013,0.109777778,495.7191011,ONG,77.1,D,June
6/5/2013,0.127818182,494.8854167,ONG,77.26,D,June
6/6/2013,0.127333333,496.3913043,ONG,77.44,D,June
6/7/2013,0.128111111,496.8227848,ONG,77.59,D,June
6/8/2013,0.121555556,495.1770833,ONG,77.78,D,June
6/9/2013,0.0935,497.4895833,ONG,77.91,D,June
6/11/2013,0.217,498.5058824,ONG,78.08,D,June
6/12/2013,0.2185,495.46875,ONG,78.19,D,June
6/14/2013,0.2185,496.7395833,ONG,78.29,D,June
6/15/2013,0.223333333,496.7978723,ONG,78.44,D,June
6/17/2013,0.222,496.8043478,ONG,78.65,D,June
6/18/2013,0.23,496.3333333,ONG,78.74,D,June
6/19/2013,0.2214,496.4166667,ONG,78.72,D,June
6/20/2013,0.217857143,496.1666667,ONG,78.88,D,June
6/21/2013,0.220333333,495.4574468,ONG,78.99,D,June
6/22/2013,0.221272727,495.0625,ONG,79,D,June
7/1/2013,0.2204,497.9883721,ONG,78.7,D,July
7/2/2013,0.226125,500.6875,ONG,78.94,D,July
7/3/2013,0.214,424,ONG,79.18,D,July
7/4/2013,0.18025,370.46875,ONG,79.55,D,July
7/5/2013,0.147,470.8125,ONG,79.88,D,July
7/6/2013,0.178,503.4375,ONG,80.1,D,July
7/9/2013,0.206333333,501.0963855,ONG,80.8,D,July
7/10/2013,0.188333333,403.28125,ONG,81.03,D,July
7/11/2013,0.1514,442.3297872,ONG,81.19,D,July
7/12/2013,0.16875,500.0530973,ONG,81.36,D,July
7/13/2013,0.163545455,505.6666667,ONG,81.49,D,July
7/14/2013,0.1355,451.7291667,ONG,81.64,D,July
7/15/2013,0.101916667,449.7395833,ONG,81.81,D,July
7/16/2013,0.105916667,506.9270833,ONG,81.97,D,July
7/17/2013,0.134111111,451.0481928,ONG,82.02,D,July
7/19/2013,0.24775,503.0625,ONG,82.13,D,July
7/20/2013,0.248916667,505.7083333,ONG,82.23,D,July
7/21/2013,0.247909091,503.9791667,ONG,82.36,D,July
7/22/2013,0.247333333,504.4042553,ONG,82.41,D,July
7/23/2013,0.248666667,500.4431818,ONG,82.42,D,July
7/29/2013,0.246,509.4583333,ONG,82.66,D,July
7/30/2013,0.243363636,509.0416667,ONG,82.69,D,July
7/31/2013,0.24,508.1666667,ONG,82.82,D,July
8/1/2013,0.2372,475.5425532,ONG,82.9,D,August
8/2/2013,0.212666667,454.5625,ONG,82.88,D,August
8/3/2013,0.146181818,487.4479167,ONG,82.84,D,August
8/4/2013,0.113916667,509.3333333,ONG,82.83,D,August
8/5/2013,0.104333333,509.375,ONG,82.92,D,August
8/6/2013,0.130625,508.85,ONG,83.01,D,August
8/7/2013,0.1084,499.2083333,ONG,83.12,D,August
8/13/2013,0.3342,509.4050633,ONG,83.47,D,August
8/14/2013,0.342666667,521.2604167,ONG,83.4,D,August
8/15/2013,0.3506,524.7291667,ONG,83.37,D,August
8/16/2013,0.3505,521.3645833,ONG,83.42,D,August
8/17/2013,0.350666667,516.34375,ONG,83.46,D,August
8/18/2013,0.348666667,511.3229167,ONG,83.53,D,August
8/21/2013,0.319,489.2375,ONG,84.19,D,August
8/22/2013,0.316181818,485.5520833,ONG,84.29,D,August
8/23/2013,0.310090909,483.875,ONG,84.39,D,August
8/24/2013,0.300222222,484.0208333,ONG,84.48,D,August
8/27/2013,0.3224,514.5232558,ONG,84.58,D,August
8/28/2013,0.323,529.71875,ONG,84.67,D,August
8/30/2013,0.34925,535.815534,ONG,84.51,D,August
8/31/2013,0.3292,541.03125,ONG,84.47,D,August
9/1/2013,0.300416667,542.4895833,ONG,84.49,D,September
9/2/2013,0.282909091,545.40625,ONG,84.51,D,September
9/3/2013,0.244416667,547.21875,ONG,84.4,D,September
9/4/2013,0.147583333,552.6145833,ONG,84.3,D,September
9/5/2013,0.122363636,560.1979167,ONG,84.18,D,September
9/6/2013,0.2555,573.8170732,ONG,84.05,D,September
9/7/2013,0.329818182,581.5729167,ONG,83.98,D,September
9/8/2013,0.23575,589.0416667,ONG,83.89,D,September
9/9/2013,0.163545455,592.6354167,ONG,83.85,D,September
9/10/2013,0.152666667,591.3645833,ONG,83.81,D,September
9/12/2013,0.4274,579.6419753,ONG,83.53,D,September
9/13/2013,0.427833333,543.3229167,ONG,83.47,D,September
9/14/2013,0.338181818,532.25,ONG,83.35,D,September
9/15/2013,0.305,524.375,ONG,83.22,D,September
9/16/2013,0.299083333,525.3854167,ONG,83.12,D,September
9/17/2013,0.305181818,529.0520833,ONG,83.1,D,September
9/18/2013,0.3365,551.8229167,ONG,83.11,D,September
9/19/2013,0.369888889,568.4791667,ONG,83.26,D,September
9/20/2013,0.36825,571.09375,ONG,83.57,D,September
9/21/2013,0.330583333,543.1666667,ONG,83.5,D,September
9/22/2013,0.379636364,583.125,ONG,83.37,D,September
9/23/2013,0.411,574.2083333,ONG,83.37,D,September
10/15/2013,0.352,527.6125,ONG,85.88,C,October
10/16/2013,0.349,541.65625,ONG,85.99,C,October
10/21/2013,0.42425,535.8229167,ONG,87.02,C,October
10/22/2013,0.393909091,534.1041667,ONG,87.15,C,October
10/23/2013,0.363090909,534.90625,ONG,87.22,C,October
10/24/2013,0.378636364,553.84,ONG,87.13,C,October
10/25/2013,0.371818182,538.1666667,ONG,86.94,C,October
10/26/2013,0.362083333,535.8333333,ONG,86.75,C,October
10/27/2013,0.357875,536.3645833,ONG,86.74,C,October
10/28/2013,0.352583333,533.28125,ONG,86.41,C,October
10/29/2013,0.349272727,531.4479167,ONG,86.08,C,October
10/30/2013,0.334833333,530.3645833,ONG,85.89,C,October
10/31/2013,0.338857143,535.6162791,ONG,85.91,C,October
11/3/2013,0.342,538.8229167,ONG,85.55,C,November
11/7/2013,0.4875,507.0322581,ONG,86.01,C,November
11/8/2013,0.483083333,506.2916667,ONG,86.13,C,November
11/9/2013,0.448166667,496.8125,ONG,86.28,C,November
11/10/2013,0.396272727,498.2708333,ONG,86.34,C,November
11/11/2013,0.300833333,504.6145833,ONG,86.36,C,November
11/12/2013,0.3083,513.65625,ONG,86.48,C,November
11/13/2013,0.300416667,516.2708333,ONG,86.65,C,November
11/14/2013,0.2698,517.8235294,ONG,86.84,C,November
11/20/2013,0.340666667,552.53125,ONG,86.45,C,November
11/21/2013,0.353545455,553.21875,ONG,85.77,C,November
11/22/2013,0.3775,550.9791667,ONG,85.1,C,November
11/23/2013,0.359454545,549.25,ONG,84.5,C,November
11/24/2013,0.353857143,547.4583333,ONG,84.03,C,November
11/25/2013,0.366,545.7395833,ONG,83.93,C,November
11/26/2013,0.356555556,549.4022989,ONG,83.92,C,November
11/27/2013,0.3234,555.03125,ONG,83.93,C,November
11/28/2013,0.325090909,565.1145833,ONG,84.01,C,November
11/29/2013,0.348,558.8125,ONG,84.06,C,November
11/30/2013,0.361818182,554.9166667,ONG,84.14,C,November
12/1/2013,0.3455,559.8020833,ONG,84.22,C,December
12/2/2013,0.3693,569.9375,ONG,84.32,C,December
12/3/2013,0.336090909,591.6875,ONG,84.4,C,December
12/4/2013,0.342916667,583.4479167,ONG,84.39,C,December
12/5/2013,0.356571429,601.4588235,ONG,84.42,C,December
12/6/2013,0.371272727,619.7291667,ONG,84.26,C,December
12/7/2013,0.376,624.5376344,ONG,84.03,C,December
12/8/2013,0.348363636,631.3125,ONG,83.77,C,December
12/9/2013,0.330272727,609.0520833,ONG,83.54,C,December
12/10/2013,0.314583333,576.1666667,ONG,83.36,C,December
12/11/2013,0.316454545,619.4375,ONG,83.4,C,December
12/12/2013,0.330727273,628.4186047,ONG,83.52,C,December
12/13/2013,0.343909091,650.78125,ONG,83.69,C,December
12/14/2013,0.3447,653.90625,ONG,83.84,C,December
12/15/2013,0.3414,660.3854167,ONG,83.99,C,December
12/19/2013,0.41925,696.8117647,ONG,84.56,C,December
12/20/2013,0.391222222,689.9270833,ONG,84.71,C,December
12/21/2013,0.3732,694.4895833,ONG,84.8,C,December
12/22/2013,0.374,696.9166667,ONG,84.85,C,December
12/26/2013,0.4004,710.96,ONG,85.08,C,December
12/27/2013,0.389,701.2291667,ONG,85.17,C,December
12/28/2013,0.352333333,705.9479167,ONG,85.22,C,December
12/31/2013,0.3835,717.6666667,ONG,85.33,C,December
1/1/2014,0.405636364,723.84375,ONG,85.28,C,January
1/2/2014,0.411181818,729.9565217,ONG,85.22,C,January
1/3/2014,0.420666667,724.9787234,ONG,85.18,C,January
1/4/2014,0.392333333,722.2708333,ONG,85.12,C,January
1/5/2014,0.411181818,734.1789474,ONG,85.04,C,January
1/6/2014,0.409727273,739.4631579,ONG,84.96,C,January
1/8/2014,0.368375,724.7349398,ONG,84.91,C,January
1/9/2014,0.354,731.4166667,ONG,84.91,C,January
1/15/2014,0.289,724.8470588,ONG,85.32,C,January
1/16/2014,0.304,731.7083333,ONG,85.4,C,January
1/23/2014,0.387833333,707.212766,ONG,85.83,C,January
1/24/2014,0.403,710.625,ONG,85.83,C,January
1/25/2014,0.393181818,711.6979167,ONG,85.85,C,January
1/26/2014,0.373166667,712.5104167,ONG,85.87,C,January
1/27/2014,0.37575,717.6770833,ONG,85.84,C,January
1/28/2014,0.3702,720.1875,ONG,85.76,C,January
1/29/2014,0.36825,657.2916667,ONG,85.67,C,January
1/30/2014,0.318375,605.8795181,ONG,85.51,C,January
1/31/2014,0.320454545,578.125,ONG,85.25,C,January
2/1/2014,0.32,594.8020833,ONG,84.98,C,February
2/2/2014,0.311625,588.6354167,ONG,84.66,C,February
2/3/2014,0.332,585.8229167,ONG,84.37,C,February
2/7/2014,0.3446,650.2235294,ONG,83.06,C,February
2/8/2014,0.347222222,610.7234043,ONG,82.48,C,February
2/9/2014,0.331111111,576.6145833,ONG,81.62,C,February
2/10/2014,0.309888889,595.5862069,ONG,80.65,C,February
2/11/2014,0.3266,671.9270833,ONG,79.76,C,February
2/12/2014,0.370555556,699.3658537,ONG,78.99,C,February
2/28/2014,0.416333333,607.925,ONG,79.5,C,February
3/1/2014,0.4734,655.9166667,ONG,78.8,C,March
3/17/2014,0.40525,738.1666667,ONG,75.21,C,March
3/19/2014,0.357571429,720.34375,ONG,76.4,C,March
3/20/2014,0.327,718.0235294,ONG,77.04,C,March
3/21/2014,0.3725,703.3958333,ONG,77.48,C,March
3/22/2014,0.346083333,681.625,ONG,77.83,C,March
3/23/2014,0.327818182,682.1041667,ONG,78.1,C,March
3/24/2014,0.344,673.03125,ONG,78.36,C,March
3/25/2014,0.307583333,668.625,ONG,78.76,C,March
3/26/2014,0.31375,669.3333333,ONG,78.94,C,March
3/27/2014,0.321,668.575,ONG,78.96,C,March
3/28/2014,0.297666667,666.1666667,ONG,78.99,C,March
3/29/2014,0.292454545,662.9375,ONG,78.74,C,March
3/30/2014,0.30125,668.71875,ONG,78.43,C,March
3/31/2014,0.281090909,668.9375,ONG,78.06,C,March
4/1/2014,0.269111111,665.3645833,ONG,77.49,C,April
4/2/2014,0.265375,676.1145833,ONG,76.96,C,April
4/3/2014,0.266333333,692.9506173,ONG,76.61,C,April
4/4/2014,0.242,658.0416667,ONG,76.33,C,April
4/5/2014,0.241666667,622.75,ONG,76.19,C,April
4/8/2014,0.236,588.1851852,ONG,77.12,C,April
4/9/2014,0.228818182,584.0104167,ONG,77.59,C,April
4/10/2014,0.228090909,597.9375,ONG,78.11,C,April
4/11/2014,0.220111111,591.1354167,ONG,78.7,C,April
4/12/2014,0.218454545,571.3333333,ONG,79.26,C,April
4/13/2014,0.218333333,564.59375,ONG,79.61,C,April
4/14/2014,0.213666667,557.0729167,ONG,79.99,C,April
4/15/2014,0.220583333,558.9791667,ONG,80.18,C,April
4/16/2014,0.22175,561.0526316,ONG,80.48,C,April
4/17/2014,0.278666667,559.9548872,ONG,80.6,C,April
4/18/2014,0.287166667,564.71875,ONG,80.75,C,April
4/21/2014,0.282875,577.4375,ONG,81.03,C,April
4/22/2014,0.269142857,583.6145833,ONG,81.12,C,April
4/23/2014,0.2885,588.90625,ONG,81.16,C,April
4/24/2014,0.307,586.1566265,ONG,81.31,C,April
4/25/2014,0.407,618.75,ONG,81.13,C,April
4/26/2014,0.346454545,602.3333333,ONG,80.95,C,April
4/27/2014,0.311,561.2604167,ONG,80.77,C,April
4/28/2014,0.289428571,577.125,ONG,80.6,C,April
4/29/2014,0.307333333,554.1770833,ONG,80.49,C,April
4/30/2014,0.279,528.15625,ONG,80.81,C,April
5/1/2014,0.263833333,514,ONG,81.12,C,May
5/2/2014,0.314545455,572.1458333,ONG,81.54,C,May
5/3/2014,0.40825,627.8958333,ONG,82.03,C,May
5/4/2014,0.292875,524.78125,ONG,82.38,C,May
5/5/2014,0.2858,522.1041667,ONG,82.51,C,May
5/6/2014,0.356333333,609.7708333,ONG,82.64,C,May
5/7/2014,0.4385,640.9791667,ONG,82.83,C,May
5/8/2014,0.4238,641.6419753,ONG,83.1,C,May
5/9/2014,0.377866667,643.03125,ONG,83.29,C,May
5/10/2014,0.385818182,643,ONG,83.39,C,May
5/11/2014,0.407,627.9791667,ONG,83.47,C,May
5/12/2014,0.365714286,632.8958333,ONG,83.58,C,May
5/15/2014,0.372,641.3473684,ONG,84.2,C,May
5/16/2014,0.385,637.8085106,ONG,84.45,C,May
5/21/2014,0.4222,642.525,ONG,85.04,C,May
5/22/2014,0.413,643.9375,ONG,85.16,C,May
5/27/2014,0.396333333,642.7142857,ONG,85.72,C,May
5/28/2014,0.417,644.6145833,ONG,85.74,C,May
5/29/2014,0.399625,644.2637363,ONG,85.77,C,May
5/30/2014,0.4105,644.0104167,ONG,85.81,C,May
6/2/2014,0.40025,646.6216216,ONG,85.92,C,June
6/3/2014,0.4066,649.4736842,ONG,85.83,C,June
6/4/2014,0.394,649.9270833,ONG,85.76,C,June
6/5/2014,0.388727273,650.5322581,ONG,85.7,C,June
6/6/2014,0.4535,650.3958333,ONG,85.62,C,June
6/12/2014,0.375666667,651.28125,ONG,85.58,C,June
6/13/2014,0.390181818,652.2234043,ONG,85.52,C,June
6/16/2014,0.39475,651.7333333,ONG,85.36,C,June
6/23/2014,0.43,653.6046512,ONG,84.48,C,June
6/24/2014,0.418363636,653.877551,ONG,84.4,C,June
6/27/2014,0.437,654.5897436,ONG,84,C,June
7/7/2014,0.486,658.2727273,ONG,85.09,C,July
7/8/2014,0.4486,658.1666667,ONG,85.27,C,July
7/29/2014,0.485333333,663.325,ONG,86.23,C,July
7/31/2014,0.4585,664.3333333,ONG,86.61,C,July
8/13/2014,0.4184,662.9880952,ONG,87.85,C,August
8/14/2014,0.417363636,661.2708333,ONG,88.15,C,August
8/15/2014,0.407571429,664.0520833,ONG,88.19,C,August
8/20/2014,0.39875,667.6829268,ONG,88.86,C,August
8/21/2014,0.379090909,668.8020833,ONG,88.78,C,August
8/22/2014,0.414583333,667.4791667,ONG,88.85,C,August
8/23/2014,0.439090909,665.65625,ONG,88.84,C,August
8/24/2014,0.43925,663.2604167,ONG,88.75,C,August
8/25/2014,0.4485,659.0416667,ONG,88.71,C,August
8/26/2014,0.462,662.2916667,ONG,88.74,C,August
8/27/2014,0.456666667,666.59375,ONG,88.75,C,August
8/28/2014,0.441,663.84375,ONG,88.83,C,August
8/29/2014,0.4282,666.345679,ONG,88.9,C,August
8/30/2014,0.446454545,663.3645833,ONG,88.82,C,August
8/31/2014,0.48275,635.7291667,ONG,88.88,C,August
9/1/2014,0.472272727,615.7083333,ONG,88.96,C,September
9/2/2014,0.458166667,614.9894737,ONG,89.01,C,September
9/3/2014,0.450818182,611.21875,ONG,89.04,C,September
9/7/2014,0.437636364,590.6458333,ONG,89.01,C,September
9/8/2014,0.4465,591.90625,ONG,88.81,C,September
9/9/2014,0.449090909,595.3229167,ONG,88.65,C,September
9/10/2014,0.487777778,609.8899083,ONG,88.84,C,September
9/11/2014,0.446,589.0833333,ONG,88.75,C,September
9/12/2014,0.437833333,587.2083333,ONG,88.87,C,September
9/15/2014,0.43875,589.4791667,ONG,89.74,C,September
9/16/2014,0.4396,587.09375,ONG,89.85,C,September
9/17/2014,0.4566,586.7647059,ONG,89.91,C,September
9/18/2014,0.458333333,585.1145833,ONG,89.87,C,September
9/19/2014,0.471181818,579.2604167,ONG,89.92,C,September
9/20/2014,0.475916667,577.9270833,ONG,90.02,C,September
9/21/2014,0.478636364,583.625,ONG,90.1,C,September
9/27/2014,0.4485,583.5104167,ONG,89.91,C,September
9/28/2014,0.435,583.65625,ONG,89.84,C,September
9/29/2014,0.425125,580.8854167,ONG,89.88,C,September
9/30/2014,0.429333333,579.3263158,ONG,90.32,C,September
10/1/2014,0.440333333,580.9764706,ONG,90.21,C,October
10/2/2014,0.4113,612.3854167,ONG,90.14,C,October
10/3/2014,0.388727273,635.7604167,ONG,89.96,C,October
10/4/2014,0.4133,653.8854167,ONG,89.78,C,October
10/5/2014,0.429272727,649.3333333,ONG,89.58,C,October
10/6/2014,0.4205,653.75,ONG,89.41,C,October
10/7/2014,0.425454545,659.96875,ONG,89.26,C,October
10/8/2014,0.431166667,662.402439,ONG,89.04,C,October
10/9/2014,0.433727273,662.6875,ONG,88.79,C,October
10/10/2014,0.4256,661.1041667,ONG,88.63,C,October
10/11/2014,0.436545455,662.1979167,ONG,88.57,C,October
10/12/2014,0.419833333,665.96875,ONG,88.38,C,October
10/23/2014,0.434,661.9791667,ONG,87.84,C,October
10/24/2014,0.4459,662.2291667,ONG,87.67,C,October
10/25/2014,0.444636364,663.0947368,ONG,87.55,C,October
10/26/2014,0.4366,661.8229167,ONG,87.3,C,October
10/29/2014,0.436714286,658.4375,ONG,86.34,C,October
10/30/2014,0.44025,657.2291667,ONG,86.16,C,October
10/31/2014,0.446111111,641.6774194,ONG,85.76,C,October
11/1/2014,0.469272727,635.59375,ONG,85.41,C,November
11/2/2014,0.459818182,644.0729167,ONG,85.03,C,November
11/3/2014,0.444363636,643.625,ONG,84.7,C,November
11/4/2014,0.457,637.1354167,ONG,84.36,C,November
11/5/2014,0.462,632.5,ONG,84.18,C,November
11/6/2014,0.45825,622.7786885,ONG,84.06,C,November
11/13/2014,0.476818182,627.8958333,ONG,83.89,C,November
11/14/2014,0.47075,633.49,ONG,83.88,C,November
11/15/2014,0.466818182,650.4583333,ONG,83.79,C,November
11/16/2014,0.466166667,652.2708333,ONG,83.77,C,November
11/17/2014,0.458818182,648.5625,ONG,83.77,C,November
11/18/2014,0.437454545,647.0625,ONG,84.08,C,November
11/19/2014,0.458,648.8229167,ONG,84.27,C,November
11/25/2014,0.473666667,663.5888889,ONG,84.48,C,November
12/14/2014,0.45875,615.90625,ONG,75.4,C,December
12/15/2014,0.447071429,635.59375,ONG,74.31,C,December
12/16/2014,0.428166667,657.09375,ONG,73.33,C,December
12/17/2014,0.432111111,660.6117647,ONG,72.43,C,December
12/18/2014,0.424,666.9583333,ONG,71.6,C,December
12/19/2014,0.437727273,674.21875,ONG,70.79,C,December
12/20/2014,0.4145,662.2604167,ONG,70.02,C,December
12/21/2014,0.413909091,662.21875,ONG,69.33,C,December
12/22/2014,0.429272727,666.0625,ONG,68.69,C,December
12/23/2014,0.424666667,676.1145833,ONG,68.1,C,December
12/24/2014,0.4258,686.0416667,ONG,67.6,C,December
12/25/2014,0.417777778,694.375,ONG,67.23,C,December
12/26/2014,0.405818182,707.375,ONG,66.98,C,December
12/27/2014,0.392818182,714.8125,ONG,66.82,C,December
12/28/2014,0.384272727,728.4895833,ONG,66.75,C,December
12/31/2014,0.382909091,741.28125,ONG,67.18,C,December
1/2/2015,0.173,737.7395833,ONG,68,C,January
1/7/2015,0.336285714,694.46875,ONG,70.93,C,January
1/8/2015,0.297454545,643.78125,ONG,71.59,C,January
1/9/2015,0.279818182,623.78125,ONG,72.16,C,January
1/10/2015,0.272583333,605.125,ONG,72.71,C,January
1/11/2015,0.256454545,593.75,ONG,73.33,C,January
1/12/2015,0.2558,595.96875,ONG,73.87,C,January
1/13/2015,0.244166667,578.6354167,ONG,74.4,C,January
1/14/2015,0.243545455,576.5104167,ONG,74.98,C,January
1/15/2015,0.24725,575.6117647,ONG,75.59,C,January
1/16/2015,0.239333333,582.0104167,ONG,76.14,C,January
1/17/2015,0.241818182,598.3229167,ONG,76.62,C,January
1/18/2015,0.251833333,615.4375,ONG,77.11,C,January
1/19/2015,0.245090909,602.2916667,ONG,77.5,C,January
1/20/2015,0.237,586.1875,ONG,77.9,C,January
1/22/2015,0.2264,620.3,ONG,78.56,C,January
1/23/2015,0.203083333,577.9895833,ONG,78.95,C,January
1/24/2015,0.198454545,568.3958333,ONG,79.28,C,January
1/25/2015,0.216666667,607.2083333,ONG,79.58,C,January
1/26/2015,0.2118,598.21875,ONG,79.85,C,January
1/27/2015,0.207090909,568.4166667,ONG,79.98,C,January
1/28/2015,0.189166667,554.2083333,ONG,80.19,C,January
1/29/2015,0.216625,564.9285714,ONG,80.4,C,January
1/30/2015,0.238,555.3854167,ONG,80.66,C,January
1/31/2015,0.2129,564.4270833,ONG,80.87,C,January
2/1/2015,0.095666667,547.40625,ONG,81,C,February
2/5/2015,0.23475,582.5268817,ONG,81.08,C,February
2/9/2015,0.22,573.25,ONG,78.41,C,February
2/10/2015,0.183727273,551.875,ONG,77.4,C,February
2/11/2015,0.189375,534.7979798,ONG,76.49,C,February
2/12/2015,0.182181818,557.0520833,ONG,75.7,C,February
2/13/2015,0.1957,566.7395833,ONG,75.05,C,February
2/14/2015,0.197833333,586.78125,ONG,74.51,C,February
2/15/2015,0.219181818,573.3333333,ONG,74.13,C,February
2/16/2015,0.228,565.3723404,ONG,73.9,C,February
2/17/2015,0.210166667,559.3854167,ONG,73.78,C,February
2/18/2015,0.226111111,563.1395349,ONG,73.73,C,February
2/19/2015,0.237272727,565.84375,ONG,73.74,C,February
